"id";"kap_id";"kapitel";"tab_id";"tabelle";"jahr";"raum_id";"raum";"zei_id";"zeile";"quelle";"linktabellenkommentar";"zahl"
"015.020.2006.601.010";"015";"Haushalte";"020";"Haushalte mit Kind(ern)";"2006";"601";"Merkenich";"10";"Haushalte mit Kindern";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"685.00"
"015.020.2006.601.020";"015";"Haushalte";"020";"Haushalte mit Kind(ern)";"2006";"601";"Merkenich";"20";"darunter mit einem Kind";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"354.00"
"015.020.2006.601.030";"015";"Haushalte";"020";"Haushalte mit Kind(ern)";"2006";"601";"Merkenich";"30";"zwei und mehr Kindern";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"331.00"
"015.020.2006.601.040";"015";"Haushalte";"020";"Haushalte mit Kind(ern)";"2006";"601";"Merkenich";"40";"davon Ehepaare mit Kind(ern)";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"515.00"
"015.020.2006.601.050";"015";"Haushalte";"020";"Haushalte mit Kind(ern)";"2006";"601";"Merkenich";"50";"nichteheliche Paare mit Kind(ern)";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"32.00"
"015.020.2006.601.060";"015";"Haushalte";"020";"Haushalte mit Kind(ern)";"2006";"601";"Merkenich";"60";"Alleinerziehende";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"138.00"
"015.020.2006.602.010";"015";"Haushalte";"020";"Haushalte mit Kind(ern)";"2006";"602";"Fühlingen";"10";"Haushalte mit Kindern";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"259.00"
"015.020.2006.602.020";"015";"Haushalte";"020";"Haushalte mit Kind(ern)";"2006";"602";"Fühlingen";"20";"darunter mit einem Kind";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"125.00"
"015.020.2006.602.030";"015";"Haushalte";"020";"Haushalte mit Kind(ern)";"2006";"602";"Fühlingen";"30";"zwei und mehr Kindern";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"134.00"
"015.020.2006.602.040";"015";"Haushalte";"020";"Haushalte mit Kind(ern)";"2006";"602";"Fühlingen";"40";"davon Ehepaare mit Kind(ern)";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"219.00"
"015.020.2006.602.050";"015";"Haushalte";"020";"Haushalte mit Kind(ern)";"2006";"602";"Fühlingen";"50";"nichteheliche Paare mit Kind(ern)";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"15.00"
"015.020.2006.602.060";"015";"Haushalte";"020";"Haushalte mit Kind(ern)";"2006";"602";"Fühlingen";"60";"Alleinerziehende";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"25.00"
"015.020.2006.603.010";"015";"Haushalte";"020";"Haushalte mit Kind(ern)";"2006";"603";"Seeberg";"10";"Haushalte mit Kindern";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"1465.00"
"015.020.2006.603.020";"015";"Haushalte";"020";"Haushalte mit Kind(ern)";"2006";"603";"Seeberg";"20";"darunter mit einem Kind";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"706.00"
"015.020.2006.603.030";"015";"Haushalte";"020";"Haushalte mit Kind(ern)";"2006";"603";"Seeberg";"30";"zwei und mehr Kindern";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"759.00"
"015.020.2006.603.040";"015";"Haushalte";"020";"Haushalte mit Kind(ern)";"2006";"603";"Seeberg";"40";"davon Ehepaare mit Kind(ern)";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"1099.00"
"015.020.2006.603.050";"015";"Haushalte";"020";"Haushalte mit Kind(ern)";"2006";"603";"Seeberg";"50";"nichteheliche Paare mit Kind(ern)";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"55.00"
"015.020.2006.603.060";"015";"Haushalte";"020";"Haushalte mit Kind(ern)";"2006";"603";"Seeberg";"60";"Alleinerziehende";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"311.00"
"015.020.2006.604.010";"015";"Haushalte";"020";"Haushalte mit Kind(ern)";"2006";"604";"Heimersdorf";"10";"Haushalte mit Kindern";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"579.00"
"015.020.2006.604.020";"015";"Haushalte";"020";"Haushalte mit Kind(ern)";"2006";"604";"Heimersdorf";"20";"darunter mit einem Kind";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"318.00"
"015.020.2006.604.030";"015";"Haushalte";"020";"Haushalte mit Kind(ern)";"2006";"604";"Heimersdorf";"30";"zwei und mehr Kindern";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"261.00"
"015.020.2006.604.040";"015";"Haushalte";"020";"Haushalte mit Kind(ern)";"2006";"604";"Heimersdorf";"40";"davon Ehepaare mit Kind(ern)";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"429.00"
"015.020.2006.604.050";"015";"Haushalte";"020";"Haushalte mit Kind(ern)";"2006";"604";"Heimersdorf";"50";"nichteheliche Paare mit Kind(ern)";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"19.00"
"015.020.2006.604.060";"015";"Haushalte";"020";"Haushalte mit Kind(ern)";"2006";"604";"Heimersdorf";"60";"Alleinerziehende";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"131.00"
"015.020.2006.605.010";"015";"Haushalte";"020";"Haushalte mit Kind(ern)";"2006";"605";"Lindweiler";"10";"Haushalte mit Kindern";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"406.00"
"015.020.2006.605.020";"015";"Haushalte";"020";"Haushalte mit Kind(ern)";"2006";"605";"Lindweiler";"20";"darunter mit einem Kind";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"180.00"
"015.020.2006.605.030";"015";"Haushalte";"020";"Haushalte mit Kind(ern)";"2006";"605";"Lindweiler";"30";"zwei und mehr Kindern";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"226.00"
"015.020.2006.605.040";"015";"Haushalte";"020";"Haushalte mit Kind(ern)";"2006";"605";"Lindweiler";"40";"davon Ehepaare mit Kind(ern)";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"274.00"
"015.020.2006.605.050";"015";"Haushalte";"020";"Haushalte mit Kind(ern)";"2006";"605";"Lindweiler";"50";"nichteheliche Paare mit Kind(ern)";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"27.00"
"015.020.2006.605.060";"015";"Haushalte";"020";"Haushalte mit Kind(ern)";"2006";"605";"Lindweiler";"60";"Alleinerziehende";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"105.00"
"015.020.2006.606.010";"015";"Haushalte";"020";"Haushalte mit Kind(ern)";"2006";"606";"Pesch";"10";"Haushalte mit Kindern";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"716.00"
"015.020.2006.606.020";"015";"Haushalte";"020";"Haushalte mit Kind(ern)";"2006";"606";"Pesch";"20";"darunter mit einem Kind";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"390.00"
"015.020.2006.606.030";"015";"Haushalte";"020";"Haushalte mit Kind(ern)";"2006";"606";"Pesch";"30";"zwei und mehr Kindern";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"326.00"
"015.020.2006.606.040";"015";"Haushalte";"020";"Haushalte mit Kind(ern)";"2006";"606";"Pesch";"40";"davon Ehepaare mit Kind(ern)";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"521.00"
"015.020.2006.606.050";"015";"Haushalte";"020";"Haushalte mit Kind(ern)";"2006";"606";"Pesch";"50";"nichteheliche Paare mit Kind(ern)";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"42.00"
"015.020.2006.606.060";"015";"Haushalte";"020";"Haushalte mit Kind(ern)";"2006";"606";"Pesch";"60";"Alleinerziehende";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"153.00"
"015.020.2006.607.010";"015";"Haushalte";"020";"Haushalte mit Kind(ern)";"2006";"607";"Esch/Auweiler";"10";"Haushalte mit Kindern";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"755.00"
"015.020.2006.607.020";"015";"Haushalte";"020";"Haushalte mit Kind(ern)";"2006";"607";"Esch/Auweiler";"20";"darunter mit einem Kind";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"357.00"
"015.020.2006.607.030";"015";"Haushalte";"020";"Haushalte mit Kind(ern)";"2006";"607";"Esch/Auweiler";"30";"zwei und mehr Kindern";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"398.00"
"015.020.2006.607.040";"015";"Haushalte";"020";"Haushalte mit Kind(ern)";"2006";"607";"Esch/Auweiler";"40";"davon Ehepaare mit Kind(ern)";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"586.00"
"015.020.2006.607.050";"015";"Haushalte";"020";"Haushalte mit Kind(ern)";"2006";"607";"Esch/Auweiler";"50";"nichteheliche Paare mit Kind(ern)";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"35.00"
"015.020.2006.607.060";"015";"Haushalte";"020";"Haushalte mit Kind(ern)";"2006";"607";"Esch/Auweiler";"60";"Alleinerziehende";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"134.00"
"015.020.2006.608.010";"015";"Haushalte";"020";"Haushalte mit Kind(ern)";"2006";"608";"Volkhoven/Weiler";"10";"Haushalte mit Kindern";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"911.00"
"015.020.2006.608.020";"015";"Haushalte";"020";"Haushalte mit Kind(ern)";"2006";"608";"Volkhoven/Weiler";"20";"darunter mit einem Kind";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"415.00"
"015.020.2006.608.030";"015";"Haushalte";"020";"Haushalte mit Kind(ern)";"2006";"608";"Volkhoven/Weiler";"30";"zwei und mehr Kindern";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"496.00"
"015.020.2006.608.040";"015";"Haushalte";"020";"Haushalte mit Kind(ern)";"2006";"608";"Volkhoven/Weiler";"40";"davon Ehepaare mit Kind(ern)";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"678.00"
"015.020.2006.608.050";"015";"Haushalte";"020";"Haushalte mit Kind(ern)";"2006";"608";"Volkhoven/Weiler";"50";"nichteheliche Paare mit Kind(ern)";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"45.00"
"015.020.2006.608.060";"015";"Haushalte";"020";"Haushalte mit Kind(ern)";"2006";"608";"Volkhoven/Weiler";"60";"Alleinerziehende";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"188.00"
"015.020.2006.609.010";"015";"Haushalte";"020";"Haushalte mit Kind(ern)";"2006";"609";"Chorweiler";"10";"Haushalte mit Kindern";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"1728.00"
"015.020.2006.609.020";"015";"Haushalte";"020";"Haushalte mit Kind(ern)";"2006";"609";"Chorweiler";"20";"darunter mit einem Kind";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"807.00"
"015.020.2006.609.030";"015";"Haushalte";"020";"Haushalte mit Kind(ern)";"2006";"609";"Chorweiler";"30";"zwei und mehr Kindern";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"921.00"
"015.020.2006.609.040";"015";"Haushalte";"020";"Haushalte mit Kind(ern)";"2006";"609";"Chorweiler";"40";"davon Ehepaare mit Kind(ern)";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"1220.00"
"015.020.2006.609.050";"015";"Haushalte";"020";"Haushalte mit Kind(ern)";"2006";"609";"Chorweiler";"50";"nichteheliche Paare mit Kind(ern)";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"65.00"
"015.020.2006.609.060";"015";"Haushalte";"020";"Haushalte mit Kind(ern)";"2006";"609";"Chorweiler";"60";"Alleinerziehende";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"443.00"
"015.020.2006.610.010";"015";"Haushalte";"020";"Haushalte mit Kind(ern)";"2006";"610";"Blumenberg";"10";"Haushalte mit Kindern";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"972.00"
"015.020.2006.610.020";"015";"Haushalte";"020";"Haushalte mit Kind(ern)";"2006";"610";"Blumenberg";"20";"darunter mit einem Kind";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"424.00"
"015.020.2006.610.030";"015";"Haushalte";"020";"Haushalte mit Kind(ern)";"2006";"610";"Blumenberg";"30";"zwei und mehr Kindern";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"548.00"
"015.020.2006.610.040";"015";"Haushalte";"020";"Haushalte mit Kind(ern)";"2006";"610";"Blumenberg";"40";"davon Ehepaare mit Kind(ern)";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"795.00"
"015.020.2006.610.050";"015";"Haushalte";"020";"Haushalte mit Kind(ern)";"2006";"610";"Blumenberg";"50";"nichteheliche Paare mit Kind(ern)";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"39.00"
"015.020.2006.610.060";"015";"Haushalte";"020";"Haushalte mit Kind(ern)";"2006";"610";"Blumenberg";"60";"Alleinerziehende";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"138.00"
"015.020.2006.611.010";"015";"Haushalte";"020";"Haushalte mit Kind(ern)";"2006";"611";"Roggendorf/Thenhoven";"10";"Haushalte mit Kindern";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"481.00"
"015.020.2006.611.020";"015";"Haushalte";"020";"Haushalte mit Kind(ern)";"2006";"611";"Roggendorf/Thenhoven";"20";"darunter mit einem Kind";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"240.00"
"015.020.2006.611.030";"015";"Haushalte";"020";"Haushalte mit Kind(ern)";"2006";"611";"Roggendorf/Thenhoven";"30";"zwei und mehr Kindern";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"241.00"
"015.020.2006.611.040";"015";"Haushalte";"020";"Haushalte mit Kind(ern)";"2006";"611";"Roggendorf/Thenhoven";"40";"davon Ehepaare mit Kind(ern)";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"358.00"
"015.020.2006.611.050";"015";"Haushalte";"020";"Haushalte mit Kind(ern)";"2006";"611";"Roggendorf/Thenhoven";"50";"nichteheliche Paare mit Kind(ern)";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"20.00"
"015.020.2006.611.060";"015";"Haushalte";"020";"Haushalte mit Kind(ern)";"2006";"611";"Roggendorf/Thenhoven";"60";"Alleinerziehende";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"103.00"
"015.020.2006.612.010";"015";"Haushalte";"020";"Haushalte mit Kind(ern)";"2006";"612";"Worringen";"10";"Haushalte mit Kindern";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"994.00"
"015.020.2006.612.020";"015";"Haushalte";"020";"Haushalte mit Kind(ern)";"2006";"612";"Worringen";"20";"darunter mit einem Kind";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"538.00"
"015.020.2006.612.030";"015";"Haushalte";"020";"Haushalte mit Kind(ern)";"2006";"612";"Worringen";"30";"zwei und mehr Kindern";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"456.00"
"015.020.2006.612.040";"015";"Haushalte";"020";"Haushalte mit Kind(ern)";"2006";"612";"Worringen";"40";"davon Ehepaare mit Kind(ern)";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"722.00"
"015.020.2006.612.050";"015";"Haushalte";"020";"Haushalte mit Kind(ern)";"2006";"612";"Worringen";"50";"nichteheliche Paare mit Kind(ern)";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"41.00"
"015.020.2006.612.060";"015";"Haushalte";"020";"Haushalte mit Kind(ern)";"2006";"612";"Worringen";"60";"Alleinerziehende";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"231.00"
"015.020.2006.701.010";"015";"Haushalte";"020";"Haushalte mit Kind(ern)";"2006";"701";"Poll";"10";"Haushalte mit Kindern";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"1075.00"
"015.020.2006.701.020";"015";"Haushalte";"020";"Haushalte mit Kind(ern)";"2006";"701";"Poll";"20";"darunter mit einem Kind";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"583.00"
"015.020.2006.701.030";"015";"Haushalte";"020";"Haushalte mit Kind(ern)";"2006";"701";"Poll";"30";"zwei und mehr Kindern";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"492.00"
"015.020.2006.701.040";"015";"Haushalte";"020";"Haushalte mit Kind(ern)";"2006";"701";"Poll";"40";"davon Ehepaare mit Kind(ern)";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"742.00"
"015.020.2006.701.050";"015";"Haushalte";"020";"Haushalte mit Kind(ern)";"2006";"701";"Poll";"50";"nichteheliche Paare mit Kind(ern)";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"74.00"
"015.020.2006.701.060";"015";"Haushalte";"020";"Haushalte mit Kind(ern)";"2006";"701";"Poll";"60";"Alleinerziehende";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"259.00"
"015.020.2006.702.010";"015";"Haushalte";"020";"Haushalte mit Kind(ern)";"2006";"702";"Westhoven";"10";"Haushalte mit Kindern";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"404.00"
"015.020.2006.702.020";"015";"Haushalte";"020";"Haushalte mit Kind(ern)";"2006";"702";"Westhoven";"20";"darunter mit einem Kind";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"220.00"
"015.020.2006.702.030";"015";"Haushalte";"020";"Haushalte mit Kind(ern)";"2006";"702";"Westhoven";"30";"zwei und mehr Kindern";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"184.00"
"015.020.2006.702.040";"015";"Haushalte";"020";"Haushalte mit Kind(ern)";"2006";"702";"Westhoven";"40";"davon Ehepaare mit Kind(ern)";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"302.00"
"015.020.2006.702.050";"015";"Haushalte";"020";"Haushalte mit Kind(ern)";"2006";"702";"Westhoven";"50";"nichteheliche Paare mit Kind(ern)";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"24.00"
"015.020.2006.702.060";"015";"Haushalte";"020";"Haushalte mit Kind(ern)";"2006";"702";"Westhoven";"60";"Alleinerziehende";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"78.00"
"015.020.2006.703.010";"015";"Haushalte";"020";"Haushalte mit Kind(ern)";"2006";"703";"Ensen";"10";"Haushalte mit Kindern";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"696.00"
"015.020.2006.703.020";"015";"Haushalte";"020";"Haushalte mit Kind(ern)";"2006";"703";"Ensen";"20";"darunter mit einem Kind";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"391.00"
"015.020.2006.703.030";"015";"Haushalte";"020";"Haushalte mit Kind(ern)";"2006";"703";"Ensen";"30";"zwei und mehr Kindern";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"305.00"
"015.020.2006.703.040";"015";"Haushalte";"020";"Haushalte mit Kind(ern)";"2006";"703";"Ensen";"40";"davon Ehepaare mit Kind(ern)";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"506.00"
"015.020.2006.703.050";"015";"Haushalte";"020";"Haushalte mit Kind(ern)";"2006";"703";"Ensen";"50";"nichteheliche Paare mit Kind(ern)";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"37.00"
"015.020.2006.703.060";"015";"Haushalte";"020";"Haushalte mit Kind(ern)";"2006";"703";"Ensen";"60";"Alleinerziehende";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"153.00"
"015.020.2006.704.010";"015";"Haushalte";"020";"Haushalte mit Kind(ern)";"2006";"704";"Gremberghoven";"10";"Haushalte mit Kindern";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"328.00"
"015.020.2006.704.020";"015";"Haushalte";"020";"Haushalte mit Kind(ern)";"2006";"704";"Gremberghoven";"20";"darunter mit einem Kind";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"146.00"
"015.020.2006.704.030";"015";"Haushalte";"020";"Haushalte mit Kind(ern)";"2006";"704";"Gremberghoven";"30";"zwei und mehr Kindern";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"182.00"
"015.020.2006.704.040";"015";"Haushalte";"020";"Haushalte mit Kind(ern)";"2006";"704";"Gremberghoven";"40";"davon Ehepaare mit Kind(ern)";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"249.00"
"015.020.2006.704.050";"015";"Haushalte";"020";"Haushalte mit Kind(ern)";"2006";"704";"Gremberghoven";"50";"nichteheliche Paare mit Kind(ern)";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"8.00"
"015.020.2006.704.060";"015";"Haushalte";"020";"Haushalte mit Kind(ern)";"2006";"704";"Gremberghoven";"60";"Alleinerziehende";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"71.00"
"015.020.2006.705.010";"015";"Haushalte";"020";"Haushalte mit Kind(ern)";"2006";"705";"Eil";"10";"Haushalte mit Kindern";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"919.00"
"015.020.2006.705.020";"015";"Haushalte";"020";"Haushalte mit Kind(ern)";"2006";"705";"Eil";"20";"darunter mit einem Kind";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"509.00"
"015.020.2006.705.030";"015";"Haushalte";"020";"Haushalte mit Kind(ern)";"2006";"705";"Eil";"30";"zwei und mehr Kindern";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"410.00"
"015.020.2006.705.040";"015";"Haushalte";"020";"Haushalte mit Kind(ern)";"2006";"705";"Eil";"40";"davon Ehepaare mit Kind(ern)";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"651.00"
"015.020.2006.705.050";"015";"Haushalte";"020";"Haushalte mit Kind(ern)";"2006";"705";"Eil";"50";"nichteheliche Paare mit Kind(ern)";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"58.00"
"015.020.2006.705.060";"015";"Haushalte";"020";"Haushalte mit Kind(ern)";"2006";"705";"Eil";"60";"Alleinerziehende";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"210.00"
"015.020.2006.706.010";"015";"Haushalte";"020";"Haushalte mit Kind(ern)";"2006";"706";"Porz";"10";"Haushalte mit Kindern";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"1392.00"
"015.020.2006.706.020";"015";"Haushalte";"020";"Haushalte mit Kind(ern)";"2006";"706";"Porz";"20";"darunter mit einem Kind";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"751.00"
"015.020.2006.706.030";"015";"Haushalte";"020";"Haushalte mit Kind(ern)";"2006";"706";"Porz";"30";"zwei und mehr Kindern";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"641.00"
"015.020.2006.706.040";"015";"Haushalte";"020";"Haushalte mit Kind(ern)";"2006";"706";"Porz";"40";"davon Ehepaare mit Kind(ern)";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"971.00"
"015.020.2006.706.050";"015";"Haushalte";"020";"Haushalte mit Kind(ern)";"2006";"706";"Porz";"50";"nichteheliche Paare mit Kind(ern)";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"67.00"
"015.020.2006.706.060";"015";"Haushalte";"020";"Haushalte mit Kind(ern)";"2006";"706";"Porz";"60";"Alleinerziehende";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"354.00"
"015.020.2006.707.010";"015";"Haushalte";"020";"Haushalte mit Kind(ern)";"2006";"707";"Urbach";"10";"Haushalte mit Kindern";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"1250.00"
"015.020.2006.707.020";"015";"Haushalte";"020";"Haushalte mit Kind(ern)";"2006";"707";"Urbach";"20";"darunter mit einem Kind";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"686.00"
"015.020.2006.707.030";"015";"Haushalte";"020";"Haushalte mit Kind(ern)";"2006";"707";"Urbach";"30";"zwei und mehr Kindern";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"564.00"
"015.020.2006.707.040";"015";"Haushalte";"020";"Haushalte mit Kind(ern)";"2006";"707";"Urbach";"40";"davon Ehepaare mit Kind(ern)";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"877.00"
"015.020.2006.707.050";"015";"Haushalte";"020";"Haushalte mit Kind(ern)";"2006";"707";"Urbach";"50";"nichteheliche Paare mit Kind(ern)";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"63.00"
"015.020.2006.707.060";"015";"Haushalte";"020";"Haushalte mit Kind(ern)";"2006";"707";"Urbach";"60";"Alleinerziehende";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"310.00"
"015.020.2006.708.010";"015";"Haushalte";"020";"Haushalte mit Kind(ern)";"2006";"708";"Elsdorf";"10";"Haushalte mit Kindern";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"99.00"
"015.020.2006.708.020";"015";"Haushalte";"020";"Haushalte mit Kind(ern)";"2006";"708";"Elsdorf";"20";"darunter mit einem Kind";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"54.00"
"015.020.2006.708.030";"015";"Haushalte";"020";"Haushalte mit Kind(ern)";"2006";"708";"Elsdorf";"30";"zwei und mehr Kindern";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"45.00"
"015.020.2006.708.040";"015";"Haushalte";"020";"Haushalte mit Kind(ern)";"2006";"708";"Elsdorf";"40";"davon Ehepaare mit Kind(ern)";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"66.00"
"015.020.2006.708.050";"015";"Haushalte";"020";"Haushalte mit Kind(ern)";"2006";"708";"Elsdorf";"50";"nichteheliche Paare mit Kind(ern)";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"10.00"
"015.020.2006.708.060";"015";"Haushalte";"020";"Haushalte mit Kind(ern)";"2006";"708";"Elsdorf";"60";"Alleinerziehende";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"23.00"
